Language Id,Language Code,Status,Imported By Id,Imported Time,Modified By Id,Modified Time,Category
zcrm_318358000000240007,zcrm_en_US,false,,,,,true
zcrm_318358000000302050,zcrm_de_DE,false,,,,,true
zcrm_318358000000302054,zcrm_en_GB,false,,,,,true
zcrm_318358000000302058,zcrm_it_IT,false,,,,,true
zcrm_318358000000302062,zcrm_es_ES,false,,,,,true
zcrm_318358000000302066,zcrm_nl_NL,false,,,,,true
zcrm_318358000000302070,zcrm_fr_FR,false,,,,,true
