Currency Id,Name,ISO Code,Symbol,Is Home Currency,Is Active,Prefix Symbol,Decimal Seperator,Decimals,Exchange Rate,Created By Id,Modified By Id,Created Time,Modified Time
zcrm_318358000000316001,Euro - EUR,EUR,€,true,true,true,|,2,1.000000000,zcrm_318358000000245015,zcrm_318358000000245015,2020-12-04 19:02:22,2020-12-04 19:02:22
